"'data_estimativa'";"data_pagamento";"base_de_calculo";"perc_transmitido";"'finalidade_construcao'";"'logradouro'";"n_endereco";"n_unidade";"'complemento_endereco'";"'bairro'";"cep";"area_total_terreno";"area_constr_total";"area_constr_privativa";"ano_construcao";"'n_matricula_reg_imoveis'";"'n_zona_reg_imoveis'";"'situacao'"
"'2015-08-13'";"2015-08-13 00:00:00";"445290.27";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 1905 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"99,82";"99,82";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-06-12'";"2015-06-12 00:00:00";"270000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 804 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"59,93";"59,93";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-06-15'";"2015-06-15 00:00:00";"410000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"68""";"";"'apto 1502 splendid rosarinho'";"'Rosarinho'";"";"2202,75";"99,82";"99,82";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-08-07'";"2015-08-07 00:00:00";"920000.00";"100.00";"'Casa'";"'rua engenheiro sampaio'";"102""";"";"''";"'Rosarinho'";"";"342,0";"155,8";"155,8";"1948""";"''";"''";"'CONCLUIDO'"
"'2015-05-13'";"2015-05-13 00:00:00";"600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 302 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"177,47";"177,47";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-02-25'";"2015-02-25 00:00:00";"610000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 701 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"175,83";"175,83";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-10-22'";"2015-10-22 00:00:00";"610000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 702 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"177,47";"177,47";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-01-19'";"2015-01-19 00:00:00";"650000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 901 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"175,83";"175,83";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-04-27'";"2015-04-27 00:00:00";"650000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 1102 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"177,47";"177,47";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-01-22'";"2015-01-22 00:00:00";"687204.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 1302 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"177,47";"177,47";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-01-13'";"2015-01-13 00:00:00";"700000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 2401 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"175,83";"175,83";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-02-09'";"2015-02-09 00:00:00";"690000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 2601 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"175,83";"175,83";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-12-18'";"2015-12-18 00:00:00";"680000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 2602 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"177,47";"177,47";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-08-04'";"2015-08-04 00:00:00";"680000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"218""";"";"'apto 2402 edf quinta das baronesas'";"'Rosarinho'";"";"1361,43";"177,47";"177,47";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-10-14'";"2015-10-14 00:00:00";"930000.00";"100.00";"'Casa'";"'rua regueira costa'";"248""";"";"''";"'Rosarinho'";"";"372,0";"259,73";"259,73";"1940""";"''";"''";"'CONCLUIDO'"
"'2015-09-10'";"2015-09-10 00:00:00";"850000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2702 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-21'";"2015-09-21 00:00:00";"700000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 102 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-18'";"2015-09-18 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 302 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-24'";"2015-08-24 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 401 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-16'";"2015-06-16 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 601 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-30'";"2015-09-30 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 602 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-23'";"2015-10-23 00:00:00";"800000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 801 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-23'";"2015-10-23 00:00:00";"800000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 802 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-05'";"2015-01-05 00:00:00";"750000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 902 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-30'";"2015-03-30 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1101 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-17'";"2015-03-17 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1202 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-30'";"2015-03-30 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1601 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-22'";"2015-04-22 00:00:00";"800000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1602 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"760000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1702 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"760000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1801 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"760000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1802 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"760000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1901 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-07'";"2015-01-07 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 1902 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-04'";"2015-05-04 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2201 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-29'";"2015-05-29 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2301 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-04'";"2015-05-04 00:00:00";"556180.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2302 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-18'";"2015-09-18 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2502 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-24'";"2015-08-24 00:00:00";"850000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2601 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-12'";"2015-01-12 00:00:00";"350000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2602 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2801 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-09'";"2015-10-09 00:00:00";"800000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2901 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-07'";"2015-08-07 00:00:00";"900000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 2902 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-21'";"2015-09-21 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3002 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-13'";"2015-11-13 00:00:00";"329800.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3101 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-13'";"2015-08-13 00:00:00";"329800.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3102 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-17'";"2015-11-17 00:00:00";"820000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3202 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-01'";"2015-09-01 00:00:00";"860000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3301 edf david becker'";"'Rosarinho'";"";"2610,0";"220,12";"220,12";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-10'";"2015-09-10 00:00:00";"900000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3302 edf david becker'";"'Rosarinho'";"";"2610,0";"220,11";"220,11";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-12'";"2015-06-12 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3401 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-17'";"2015-11-17 00:00:00";"329800.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3402 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-04'";"2015-11-04 00:00:00";"329800.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3402 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-04'";"2015-09-04 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3501 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-07-03'";"2015-07-03 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua andre reboucas'";"45""";"";"'apto 3602 edf david becker'";"'Rosarinho'";"";"2610,0";"207,27";"207,27";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-25'";"2015-11-25 00:00:00";"903450.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 901 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-07'";"2015-10-07 00:00:00";"903450.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 902 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-14'";"2015-10-14 00:00:00";"971850.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2601 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-01'";"2015-10-01 00:00:00";"983250.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2701 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-14'";"2015-10-14 00:00:00";"983250.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2801 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-09-28'";"2015-09-28 00:00:00";"983250.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2802 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-01'";"2015-10-01 00:00:00";"675000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 502 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-01'";"2015-10-01 00:00:00";"675000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 602 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-07'";"2015-10-07 00:00:00";"711000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 702 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-11-20'";"2015-11-20 00:00:00";"711000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 802 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-11-16'";"2015-11-16 00:00:00";"738000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1001 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-09-28'";"2015-09-28 00:00:00";"738000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1401 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-09-28'";"2015-09-28 00:00:00";"738000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1602 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-12-11'";"2015-12-11 00:00:00";"765000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2201 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-09-28'";"2015-09-28 00:00:00";"765000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2202 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-12-14'";"2015-12-14 00:00:00";"765000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2501 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-08'";"2015-10-08 00:00:00";"774000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2802 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"774000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 3002 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-09-28'";"2015-09-28 00:00:00";"774000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 3001 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-12-01'";"2015-12-01 00:00:00";"983250.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2702 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-14'";"2015-10-14 00:00:00";"903450.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 802 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-07'";"2015-10-07 00:00:00";"903450.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1102 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-26'";"2015-10-26 00:00:00";"937650.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1201 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-14'";"2015-10-14 00:00:00";"937650.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1302 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-26'";"2015-10-26 00:00:00";"937650.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1402 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-22'";"2015-10-22 00:00:00";"937650.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 1502 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-12-23'";"2015-12-23 00:00:00";"971850.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2402 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-11-10'";"2015-11-10 00:00:00";"983250.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2902 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-23'";"2015-10-23 00:00:00";"983250.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 3001 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-12-04'";"2015-12-04 00:00:00";"983250.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 3002 edf gran parc premium-bloco a'";"'Rosarinho'";"";"2961,24";"184,61";"184,61";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"765000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2502 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-09-28'";"2015-09-28 00:00:00";"774000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2702 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,32";"151,32";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-07'";"2015-10-07 00:00:00";"774000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro sampaio'";"59""";"";"'apto 2801 edf gran parc premium-bloco b'";"'Rosarinho'";"";"2961,24";"151,19";"151,19";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-03-04'";"2015-03-04 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av santos dumont'";"815""";"";"'apto 1001 edf pedra do sitio das roseiras'";"'Rosarinho'";"";"1020,0";"148,26";"148,26";"2008""";"''";"''";"'CONCLUIDO'"
"'2015-12-01'";"2015-12-01 00:00:00";"650000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av santos dumont'";"815""";"";"'apto 2202 edf pedra do sitio das roseiras'";"'Rosarinho'";"";"1020,0";"148,26";"148,26";"2008""";"''";"''";"'CONCLUIDO'"
"'2015-01-22'";"2015-01-22 00:00:00";"480000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"275""";"";"'apto 0102 edf artemis'";"'Rosarinho'";"";"1075,2";"162,45";"162,45";"1999""";"''";"''";"'CONCLUIDO'"
"'2015-07-23'";"2015-07-23 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"275""";"";"'apto 2002 edf artemis'";"'Rosarinho'";"";"1075,2";"162,45";"162,45";"1999""";"''";"''";"'CONCLUIDO'"
"'2015-05-06'";"2015-05-06 00:00:00";"680000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"225""";"";"'apto 1102 edf maria luiza'";"'Rosarinho'";"";"2179,25";"165,37";"165,37";"2012""";"''";"''";"'CONCLUIDO'"
"'2015-08-19'";"2015-08-19 00:00:00";"690000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua caio pereira'";"175""";"";"'apto 602 edf maria esther'";"'Rosarinho'";"";"1050,63";"189,82";"189,82";"2009""";"''";"''";"'CONCLUIDO'"
"'2015-06-17'";"2015-06-17 00:00:00";"900000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av santos dumont'";"725""";"";"'apto 1102 edf desb dirceu borges'";"'Rosarinho'";"";"1918,49";"200,45";"200,45";"2008""";"''";"''";"'CONCLUIDO'"
