"'data_estimativa'";"data_pagamento";"base_de_calculo";"perc_transmitido";"'finalidade_construcao'";"'logradouro'";"n_endereco";"n_unidade";"'complemento_endereco'";"'bairro'";"cep";"area_total_terreno";"area_constr_total";"area_constr_privativa";"ano_construcao";"'n_matricula_reg_imoveis'";"'n_zona_reg_imoveis'";"'situacao'"
"'2015-05-13'";"2015-05-13 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"370""";"";"'apto 901 edf frans post'";"'Madalena'";"";"2293,55";"149,33";"149,33";"2005""";"''";"''";"'CONCLUIDO'"
"'2015-07-17'";"2015-07-17 00:00:00";"600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"370""";"";"'apto 2204 edf frans post'";"'Madalena'";"";"2293,55";"149,33";"149,33";"2005""";"''";"''";"'CONCLUIDO'"
"'2015-09-03'";"2015-09-03 00:00:00";"600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"370""";"";"'apto 2301 edf frans post'";"'Madalena'";"";"2293,55";"149,33";"149,33";"2005""";"''";"''";"'CONCLUIDO'"
"'2015-12-16'";"2015-12-16 00:00:00";"190000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"432""";"";"'apto 102 edf via antonioni'";"'Madalena'";"";"416,0";"79,99";"79,99";"2018""";"''";"''";"'CONCLUIDO'"
"'2015-10-23'";"2015-10-23 00:00:00";"190000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"432""";"";"'apto 201 edf via antonioni'";"'Madalena'";"";"416,0";"72,75";"72,75";"2018""";"''";"''";"'CONCLUIDO'"
"'2015-10-07'";"2015-10-07 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"432""";"";"'apto 203 edf via antonioni'";"'Madalena'";"";"416,0";"113,14";"113,14";"2018""";"''";"''";"'CONCLUIDO'"
"'2015-01-30'";"2015-01-30 00:00:00";"280000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua ricardo salazar'";"336""";"";"'apto 0801 edf desb livino de carvalho'";"'Madalena'";"";"1272,3";"108,08";"108,08";"1987""";"''";"''";"'CONCLUIDO'"
"'2015-01-19'";"2015-01-19 00:00:00";"258973.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua ricardo salazar'";"336""";"";"'apto 0901 edf desb livino de carvalho'";"'Madalena'";"";"1272,3";"108,08";"108,08";"1987""";"''";"''";"'CONCLUIDO'"
"'2015-01-30'";"2015-01-30 00:00:00";"180000.00";"100.00";"'Sala > 4 Pavimentos'";"'av caxanga'";"205""";"";"'sala 0202 emp caxanga trade center'";"'Madalena'";"";"1235,5";"49,31";"49,31";"2001""";"''";"''";"'CONCLUIDO'"
"'2015-04-20'";"2015-04-20 00:00:00";"200000.00";"100.00";"'Sala > 4 Pavimentos'";"'av caxanga'";"205""";"";"'sala 0404 emp caxanga trade center'";"'Madalena'";"";"1235,5";"63,0";"63,0";"2001""";"''";"''";"'CONCLUIDO'"
"'2015-04-13'";"2015-04-13 00:00:00";"180000.00";"100.00";"'Sala > 4 Pavimentos'";"'av caxanga'";"205""";"";"'sala 0901 emp caxanga trade center'";"'Madalena'";"";"1235,5";"49,31";"49,31";"2001""";"''";"''";"'CONCLUIDO'"
"'2015-04-27'";"2015-04-27 00:00:00";"180000.00";"100.00";"'Sala > 4 Pavimentos'";"'av caxanga'";"205""";"";"'sala 0901 emp caxanga trade center'";"'Madalena'";"";"1235,5";"49,31";"49,31";"2001""";"''";"''";"'CONCLUIDO'"
"'2015-07-02'";"2015-07-02 00:00:00";"180000.00";"100.00";"'Sala > 4 Pavimentos'";"'av caxanga'";"205""";"";"'sala 0906 emp caxanga trade center'";"'Madalena'";"";"1235,5";"49,31";"49,31";"2001""";"''";"''";"'CONCLUIDO'"
"'2015-11-18'";"2015-11-18 00:00:00";"1000000.00";"100.00";"'Casa'";"'av visconde de albuquerque'";"217""";"";"''";"'Madalena'";"";"793,0";"240,0";"240,0";"1953""";"''";"''";"'CONCLUIDO'"
"'2015-12-18'";"2015-12-18 00:00:00";"165000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av visconde de albuquerque'";"75""";"";"'apto 0510 edf vivenda do benfica'";"'Madalena'";"";"701,12";"41,35";"41,35";"1983""";"''";"''";"'CONCLUIDO'"
"'2015-10-02'";"2015-10-02 00:00:00";"135000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av visconde de albuquerque'";"75""";"";"'apto 0504 edf vivenda do benfica'";"'Madalena'";"";"701,12";"41,35";"41,35";"1983""";"''";"''";"'CONCLUIDO'"
"'2015-09-28'";"2015-09-28 00:00:00";"380000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua hermogenes de morais'";"162""";"";"'apto 0502 edf cedrus'";"'Madalena'";"";"675,2";"140,07";"140,07";"1984""";"''";"''";"'CONCLUIDO'"
"'2015-05-07'";"2015-05-07 00:00:00";"370000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua hermogenes de morais'";"230""";"";"'apto 1002 edf res vila madalena'";"'Madalena'";"";"1110,0";"120,48";"120,48";"2002""";"''";"''";"'CONCLUIDO'"
"'2015-09-16'";"2015-09-16 00:00:00";"370000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua hermogenes de morais'";"230""";"";"'apto 1001 edf res vila madalena'";"'Madalena'";"";"1110,0";"120,48";"120,48";"2002""";"''";"''";"'CONCLUIDO'"
"'2015-12-11'";"2015-12-11 00:00:00";"375000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua hermogenes de morais'";"230""";"";"'apto 1201 edf res vila madalena'";"'Madalena'";"";"1110,0";"120,48";"120,48";"2002""";"''";"''";"'CONCLUIDO'"
"'2015-07-02'";"2015-07-02 00:00:00";"370000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua hermogenes de morais'";"230""";"";"'apto 1101 edf res vila madalena'";"'Madalena'";"";"1110,0";"120,48";"120,48";"2002""";"''";"''";"'CONCLUIDO'"
"'2015-08-04'";"2015-08-04 00:00:00";"210258.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"20""";"";"'apto 604 edf morada capibaribe'";"'Madalena'";"";"952,1";"63,6";"63,6";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-11-20'";"2015-11-20 00:00:00";"340000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"20""";"";"'apto 905 edf morada capibaribe'";"'Madalena'";"";"952,1";"100,22";"100,22";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-07-03'";"2015-07-03 00:00:00";"350000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"20""";"";"'apto 1301 edf morada capibaribe'";"'Madalena'";"";"952,1";"100,22";"100,22";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-08-07'";"2015-08-07 00:00:00";"221232.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"20""";"";"'apto 1302 edf morada capibaribe'";"'Madalena'";"";"952,1";"63,6";"63,6";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-01-26'";"2015-01-26 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"76""";"";"'apto 205 edf jardins madalena'";"'Madalena'";"";"780,0";"93,63";"93,63";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-12'";"2015-08-12 00:00:00";"235200.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"76""";"";"'apto 401 edf jardins madalena'";"'Madalena'";"";"780,0";"81,34";"81,34";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-20'";"2015-11-20 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"76""";"";"'apto 404 edf jardins madalena'";"'Madalena'";"";"780,0";"80,6";"80,6";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-30'";"2015-06-30 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"76""";"";"'apto 603 edf jardins madalena'";"'Madalena'";"";"780,0";"80,6";"80,6";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-26'";"2015-03-26 00:00:00";"250000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"76""";"";"'apto 804 edf jardins madalena'";"'Madalena'";"";"780,0";"80,6";"80,6";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-12-18'";"2015-12-18 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"76""";"";"'apto 903 edf jardins madalena'";"'Madalena'";"";"780,0";"80,6";"80,6";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-12-21'";"2015-12-21 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"76""";"";"'apto 904 edf jardins madalena'";"'Madalena'";"";"780,0";"80,6";"80,6";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arnaldo bastos'";"76""";"";"'apto 1004 edf jardins madalena'";"'Madalena'";"";"780,0";"80,6";"80,6";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-06'";"2015-02-06 00:00:00";"340000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua altinho'";"62""";"";"'apto 0202 edf imperial park'";"'Madalena'";"";"1666,8";"115,22";"115,22";"1994""";"''";"''";"'CONCLUIDO'"
"'2015-12-16'";"2015-12-16 00:00:00";"290000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua altinho'";"62""";"";"'apto 0302 edf imperial park'";"'Madalena'";"";"1666,8";"115,22";"115,22";"1994""";"''";"''";"'CONCLUIDO'"
"'2015-03-03'";"2015-03-03 00:00:00";"370000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua altinho'";"62""";"";"'apto 1304 edf imperial park'";"'Madalena'";"";"1666,8";"117,64";"117,64";"1994""";"''";"''";"'CONCLUIDO'"
"'2015-08-05'";"2015-08-05 00:00:00";"333333.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua altinho'";"62""";"";"'apto 0101 edf imperial park'";"'Madalena'";"";"1666,8";"117,64";"117,64";"1994""";"''";"''";"'CONCLUIDO'"
"'2015-03-26'";"2015-03-26 00:00:00";"650000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua altinho'";"70""";"";"'apto 1102 edf liana'";"'Madalena'";"";"1404,0";"150,13";"150,13";"2012""";"''";"''";"'CONCLUIDO'"
"'2015-07-06'";"2015-07-06 00:00:00";"820000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 101 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 602 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-10'";"2015-08-10 00:00:00";"882000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 901 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-12-11'";"2015-12-11 00:00:00";"945000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 902 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-13'";"2015-02-13 00:00:00";"980000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1002 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-21'";"2015-05-21 00:00:00";"960000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1201 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-29'";"2015-06-29 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1402 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-07-21'";"2015-07-21 00:00:00";"980000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1501 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-25'";"2015-06-25 00:00:00";"930000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1601 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-23'";"2015-01-23 00:00:00";"997000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3102 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-07-13'";"2015-07-13 00:00:00";"59721.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3202 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-30'";"2015-04-30 00:00:00";"1008000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3202 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-12-17'";"2015-12-17 00:00:00";"960000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3301 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-24'";"2015-04-24 00:00:00";"960000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3302 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"900000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 102 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-13'";"2015-02-13 00:00:00";"890000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 201 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-07-27'";"2015-07-27 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 801 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-22'";"2015-04-22 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 801 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-21'";"2015-10-21 00:00:00";"884822.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 902 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-07-17'";"2015-07-17 00:00:00";"927000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1101 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-03'";"2015-11-03 00:00:00";"980000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1001 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-05'";"2015-01-05 00:00:00";"930000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1202 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-12-07'";"2015-12-07 00:00:00";"1000000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1601 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-04'";"2015-05-04 00:00:00";"950000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1602 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"970000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1901 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-19'";"2015-02-19 00:00:00";"950000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1902 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-12'";"2015-01-12 00:00:00";"997500.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2101 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"960000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2102 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-07'";"2015-05-07 00:00:00";"980000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2201 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-07'";"2015-04-07 00:00:00";"960000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3702 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-21'";"2015-09-21 00:00:00";"930000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2002 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-16'";"2015-01-16 00:00:00";"960000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1502 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-09'";"2015-02-09 00:00:00";"1052000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2202 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-01'";"2015-09-01 00:00:00";"840000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 201 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-26'";"2015-10-26 00:00:00";"910000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 401 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-07'";"2015-04-07 00:00:00";"910000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 401 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-26'";"2015-01-26 00:00:00";"870000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 702 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-05'";"2015-01-05 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1302 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-05'";"2015-01-05 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1302 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-15'";"2015-06-15 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1302 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-12'";"2015-03-12 00:00:00";"980000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1401 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-16'";"2015-06-16 00:00:00";"950000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1801 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-17'";"2015-04-17 00:00:00";"1003184.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1802 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"960000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2102 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-19'";"2015-02-19 00:00:00";"965000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2201 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-13'";"2015-02-13 00:00:00";"985000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2502 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-15'";"2015-09-15 00:00:00";"935000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2502 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-29'";"2015-04-29 00:00:00";"1000000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2702 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"970000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2801 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"970000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2901 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-26'";"2015-02-26 00:00:00";"960000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2902 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-26'";"2015-02-26 00:00:00";"1020000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3501 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-16'";"2015-06-16 00:00:00";"990000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3602 bloco a- maria carmem'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"840000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 401 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-16'";"2015-06-16 00:00:00";"840000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 501 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-15'";"2015-01-15 00:00:00";"850000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 502 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"970000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1501 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"930000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 1702 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-20'";"2015-01-20 00:00:00";"997500.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2701 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
