data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
2020/03/09 00:00:00;;198000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'205';;'GLORIA';90640070;0.00;84.29;61.48;1980;'35408';'2';'Reestimada'
2020/03/09 00:00:00;;198000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'206';;'GLORIA';90640070;0.00;84.29;61.48;1980;'35409';'2';'Reestimada'
2020/03/09 00:00:00;;128000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'207';;'GLORIA';90640070;0.00;54.63;39.85;1980;'35410';'2';'Reestimada'
2020/03/09 00:00:00;;128000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'208';;'GLORIA';90640070;0.00;54.63;39.85;1980;'35411';'2';'Reestimada'
2020/03/09 00:00:00;;213000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'301';;'GLORIA';90640070;0.00;90.81;66.24;1980;'35414';'2';'Reestimada'
2020/03/09 00:00:00;;198000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'305';;'GLORIA';90640070;0.00;84.29;61.48;1980;'35418';'2';'Reestimada'
2020/03/09 00:00:00;;198000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'306';;'GLORIA';90640070;0.00;84.29;61.48;1980;'35419';'2';'Reestimada'
2020/03/09 00:00:00;;128000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'307';;'GLORIA';90640070;0.00;54.63;39.85;1980;'35420';'2';'Reestimada'
2020/03/09 00:00:00;;128000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'308';;'GLORIA';90640070;0.00;54.63;39.85;1980;'35421';'2';'Reestimada'
2020/03/10 00:00:00;;115000.00;100.00;'APARTAMENTO';'Rua ATANASIO BELMONTE';20;'204';;'PASSO DA AREIA';90520550;0.00;47.14;29.84;1981;'44288';'4';'Reestimada'
2020/03/10 00:00:00;;166000.00;100.00;'APARTAMENTO';'Rua JOSE SCUTARI';15;'203';;'PASSO DA AREIA';91340210;0.00;55.07;41.30;1981;'58799';'4';'Reestimada'
2020/03/09 00:00:00;;906000.00;100.00;'LOJA TERREA EM EDIFICIO';'Rua CEL VICENTE';570;;;'CENTRO HISTORIC';90030041;0.00;202.19;202.19;1960;'73949';'1';'Reestimada'
2020/03/11 00:00:00;2020/05/27 00:00:00;330000.00;100.00;'SALA COMERCIAL';'Rua QUINTINO BOCAIUVA';694;'610';;'MOINHOS VENTO';90440051;0.00;77.39;49.26;1993;'107570';'1';'Impressa'
2020/03/11 00:00:00;2020/05/27 00:00:00;50000.00;100.00;'ESPACO DE ESTACIONAMENTO NAO RESIDENCIAL';'Rua QUINTINO BOCAIUVA';694;'19';;'MOINHOS VENTO';90440051;0.00;17.13;12.00;1993;'107592';'1';'Impressa'
2020/03/11 00:00:00;2020/05/27 00:00:00;320000.00;100.00;'SALA COMERCIAL';'Rua QUINTINO BOCAIUVA';554;'204';;'MOINHOS VENTO';90440051;0.00;77.68;59.40;1991;'110923';'1';'Impressa'
2020/03/11 00:00:00;;2800000.00;100.00;'APARTAMENTO';'Avenida LAGEADO';1256;'701';'TORRE A';'PETROPOLIS';90460110;0.00;446.49;259.34;2015;'200170';'1';'Reestimada'
2020/03/11 00:00:00;2020/05/27 00:00:00;111116.18;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida LAGEADO';1256;'35';;'PETROPOLIS';90460110;0.00;15.75;11.50;2015;'200224';'1';'Impressa'
2020/03/11 00:00:00;2020/05/27 00:00:00;76193.15;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida LAGEADO';1256;'36';;'PETROPOLIS';90460110;0.00;15.75;11.50;2015;'200225';'1';'Impressa'
